jlpt ,Vocab-expression,Vocab-kana,Vocab-meaning
JLPT1,短大,たんだい,junior college
JLPT0,花束,はなたば,bunch of flowers
JLPT2,就任,しゅうにん,"inauguration, appointment"
JLPT2,就く,つく,"set about a task, enter upon"
JLPT1,職員,しょくいん,"staff, employee"
JLPT2,職業,しょくぎょう,"occupation, vocation"
JLPT2,私鉄,してつ,private railway
JLPT2,名,な,"name, reputation"
JLPT0,都内,とない,in the metropolitan area of Tokyo
JLPT2,有利,ゆうり,"advantageous, profitable"
JLPT2,都,と,metropolis of Tokyo
JLPT0,不平等,ふびょうどう,"unequal, unfair"
JLPT1,退職,たいしょく,"retirement, resignation"
JLPT1,退学,たいがく,withdrawal from school
JLPT0,早退,そうたい,early departure
JLPT1,理屈,りくつ,"reason, logic"
JLPT2,退屈,たいくつ,"boring, tedious"
JLPT2,成立,せいりつ,formation
JLPT0,雇用,こよう,employment
JLPT2,自ら,みずから,oneself
JLPT1,前提,ぜんてい,"assumption, premise"
JLPT1,条約,じょうやく,treaty
JLPT0,次第に,しだいに,"gradually, by degrees"
JLPT1,真相,しんそう,the truth
JLPT2,先日,せんじつ,"the other day, a few days ago"
JLPT0,悪質,あくしつ,"bad, malignant"
JLPT0,当局,とうきょく,the authorities concerned
JLPT1,認識,にんしき,"recognition, acknowledgment"
JLPT1,満たす,みたす,"fill, satisfy"
JLPT0,無関係,むかんけい,"irrelevant, unrelated"
JLPT2,投書,とうしょ,"contribution, letter"
JLPT1,未定,みてい,"undecided, pending"
JLPT1,用件,ようけん,"matter, things to be done"
JLPT2,参考,さんこう,"reference, consultation"
JLPT1,参議院,さんぎいん,"House of Councilors, Upper House"
JLPT2,お参り,おまいり,visiting a shrine or temple
JLPT0,参考書,さんこうしょ,reference book
JLPT3,参る,まいる,"go, come"
JLPT0,惨め,みじめ,"miserable, pitiable"
JLPT2,加わる,くわわる,join in
JLPT0,クラブ,クラブ,club
JLPT1,さぞ,さぞ,"no doubt, must"
JLPT0,いい加減,いいかげん,"irresponsible, half-baked"
JLPT2,デモ,デモ,demonstration
JLPT1,保険,ほけん,insurance
JLPT1,申し出る,もうしでる,"offer, propose"
JLPT0,人数,にんずう,number of people
JLPT0,レクリエーション,レクリエーション,"recreation, games"
JLPT2,去る,さる,"go away, leave"
JLPT1,追い出す,おいだす,"turn out, kick out"
JLPT2,追い掛ける,おいかける,"chase, run after"
JLPT2,追加,ついか,addition
JLPT0,前年,ぜんねん,the year before
JLPT1,比率,ひりつ,"ratio, percentage"
JLPT0,見比べる,みくらべる,"look from one to another, compare"
JLPT2,比較,ひかく,comparison
JLPT0,受け取り,うけとり,receipt
JLPT1,判決,はんけつ,"judicial decision, judgment"
JLPT2,判子,はんこ,"seal, stamp"
JLPT2,評判,ひょうばん,"fame, reputation"
JLPT2,感じ,かんじ,"feeling, impression"
JLPT2,感情,かんじょう,"feeling, emotion"
JLPT2,感動,かんどう,"emotion, impression"
JLPT2,実感,じっかん,"true sense, realization"
JLPT1,込める,こめる,"put in, concentrate on"
JLPT2,思想,しそう,"thought, conception"
JLPT2,感想,かんそう,"thought, impression"
JLPT2,空想,くうそう,"fantasy, daydreams"
JLPT0,当たり,あたり,"hit, success"
JLPT1,予想,よそう,"prospect, expectation"
JLPT2,理想,りそう,ideal
JLPT2,生ずる,しょうずる,"arise, occur"
JLPT1,合成,ごうせい,"composition, synthesis"
JLPT1,現像,げんぞう,developing a film
JLPT2,想像,そうぞう,imagination
JLPT1,気象,きしょう,weather condition
JLPT2,象,ぞう,elephant
JLPT0,抽象的,ちゅうしょうてき,abstract
JLPT2,製品,せいひん,manufactured goods
JLPT1,回路,かいろ,circuit
JLPT0,ハードウェア,ハードウェア,hardware
JLPT1,保障,ほしょう,"guarantee, security"
JLPT2,モーター,モーター,"motor, engine"
JLPT1,悪化,あっか,"worsening, aggravation"
JLPT2,傷,きず,"wound, scar"
JLPT1,負傷,ふしょう,"hurt, injury"
JLPT0,無意識,むいしき,"unconsciously, without thinking"
JLPT2,交換,こうかん,"exchange, bartering"
JLPT2,シーツ,シーツ,sheet
JLPT0,消火器,しょうかき,fire extinguisher
JLPT0,変換,へんかん,"change, conversion"
JLPT0,タイヤ,タイヤ,tire
JLPT2,交替,こうたい,"alternation, shift"
JLPT2,部品,ぶひん,"parts, accessories"
JLPT2,水着,みずぎ,bathing suit
JLPT3,取り替える,とりかえる,"change, replace"
JLPT1,立て替える,たてかえる,"pay for another, pay in advance"
JLPT2,災難,さいなん,"calamity, misfortune"
JLPT0,水害,すいがい,flood damage
JLPT0,有害,ゆうがい,"harmful, hazardous"
JLPT0,飲料水,いんりょうすい,drinking water
JLPT2,被せる,かぶせる,cover
JLPT2,被害,ひがい,"damage, harm"
JLPT1,物資,ぶっし,"commodities, goods"
JLPT2,所々,ところどころ,"here and there, at places"
JLPT1,破壊,はかい,"breaking, destruction"
JLPT2,くだらない,くだらない,"worthless, trifling"
JLPT0,体温計,たいおんけい,thermometer
JLPT2,救う,すくう,"save, relieve"
JLPT1,救い,すくい,"rescue, relief"
JLPT2,救助,きゅうじょ,"rescue, relief"
JLPT0,有り難い,ありがたい,"welcome, grateful"
JLPT1,もはや,もはや,"already, no longer"
JLPT2,助かる,たすかる,"be helped, be rescued"
JLPT0,支援,しえん,"support, backing"
JLPT2,援助,えんじょ,"aid, assistance"
JLPT1,要請,ようせい,"request, demand"
JLPT2,派手,はで,"showy, flashy"
JLPT0,派出所,はしゅつじょ,"branch office, police box"
JLPT2,小遣い,こづかい,"pocket money, spending money"
JLPT1,派遣,はけん,"dispatch, sending"
JLPT2,センター,センター,center
JLPT1,犯す,おかす,"offend against, rape"
JLPT2,特定,とくてい,"specific, particular"
JLPT2,犯人,はんにん,"criminal, offender"
JLPT2,ピストル,ピストル,pistol
JLPT1,明白,めいはく,"clear, plain"
JLPT2,犯罪,はんざい,"offense, crime"
JLPT2,罪,つみ,"crime, sin"
JLPT2,強盗,ごうとう,robbery
JLPT2,盗難,とうなん,"robbery, burglary"
JLPT2,奪う,うばう,"rob, take by force"
JLPT2,自殺,じさつ,suicide
JLPT2,捕まる,つかまる,"be caught, be arrested"
JLPT0,国外,こくがい,"abroad, outside the country"
JLPT1,逃げ出す,にげだす,"make a break for, run off"
JLPT0,逃げ道,にげみち,escape route
JLPT1,作戦,さくせん,"tactic, strategy"
JLPT1,主題,しゅだい,"subject, theme"
JLPT0,戦前,せんぜん,prewar period
JLPT2,勝ち,かち,"win, victory"
JLPT2,戦う,たたかう,"wage war, fight"
JLPT1,挑戦,ちょうせん,challenge
JLPT1,敗戦,はいせん,"lost battle, defeat"
JLPT2,戦い,たたかい,"war, match"
JLPT0,敗れる,やぶれる,"be defeated, be beaten"
JLPT2,大戦,たいせん,world war
JLPT2,政党,せいとう,political party
JLPT2,争う,あらそう,"compete, fight"
JLPT2,競技,きょうぎ,"match, sporting event"
JLPT0,高速道路,こうそくどうろ,"freeway, highway"
JLPT2,混雑,こんざつ,"confusion, disorder"
JLPT3,割合,わりあい,"rate, proportion"
JLPT2,混ぜる,まぜる,"blend, mix by stirring"
JLPT0,戦後,せんご,postwar period
JLPT2,リズム,リズム,rhythm
JLPT2,統一,とういつ,"unity, coordination"
JLPT2,統計,とうけい,statistics
JLPT1,総会,そうかい,general meeting
JLPT1,総合,そうごう,"synthesis, integration"
JLPT0,総数,そうすう,total
JLPT2,捜す,さがす,"look for, search for"
JLPT1,捜査,そうさ,"criminal investigation, search"
JLPT2,小数,しょうすう,decimal
JLPT2,残らず,のこらず,"entirely, without exception"
JLPT2,索引,さくいん,index
JLPT2,人工,じんこう,artificial
JLPT0,ツル,ツル,"crane, stork"
JLPT3,湖,みずうみ,lake
JLPT2,飛び込む,とびこむ,dive into
JLPT1,深める,ふかめる,"deepen, intensify"
JLPT2,物事,ものごと,"things, everything"
JLPT0,注意深い,ちゅういぶかい,"careful, discreet"
JLPT0,落ち着く,おちつく,"calm down, settle in"
JLPT0,スピード,スピード,speed
JLPT1,落ち着き,おちつき,"presence of mind, composure"
JLPT2,がっかり,がっかり,feel disappointed
JLPT0,がくんと,がくんと,sharply
JLPT0,段落,だんらく,end of paragraph
JLPT1,見落とす,みおとす,"miss, fail to notice"
JLPT2,落第,らくだい,failing an exam
JLPT2,まあまあ,まあまあ,now now
JLPT2,日中,にっちゅう,during the day
JLPT2,水面,すいめん,surface of the water
JLPT2,交流,こうりゅう,"interaction, contact"
JLPT2,一流,いちりゅう,"top-ranked, world-class"
JLPT1,海流,かいりゅう,ocean current
JLPT0,三流,さんりゅう,third-rate
JLPT0,小川,おがわ,"brook, stream"
JLPT2,流れ,ながれ,"flow, stream"
JLPT1,流通,りゅうつう,"circulation, distribution"
JLPT2,中間,ちゅうかん,"middle, between"
JLPT0,中流,ちゅうりゅう,"mid-stream, middle reaches"
JLPT0,二流,にりゅう,second-rate
JLPT0,流行,はやり,"fashion, trend"
JLPT2,流行,りゅうこう,"fashion, trend"
JLPT1,洪水,こうずい,"flood, inundation"
JLPT2,崩す,くずす,"destroy, break"
JLPT1,水洗,すいせん,"flushing, washing"
JLPT2,クリーム,クリーム,cream
JLPT0,洗い物,あらいもの,dishes to be washed
JLPT0,じゃぶじゃぶ,じゃぶじゃぶ,vigorously
JLPT2,洗面,せんめん,washing one's face
JLPT0,洗面器,せんめんき,"washbowl, sink"
JLPT2,原料,げんりょう,raw material
JLPT3,代わり,かわり,substitution
JLPT4,さす,さす,pour
JLPT2,混ざる,まざる,"be mixed, be stirred"
JLPT1,沈める,しずめる,"sink, submerge"
JLPT1,引き上げる,ひきあげる,"pull up, salvage"
JLPT2,地平線,ちへいせん,horizon
JLPT2,夕日,ゆうひ,setting sun
JLPT1,沈没,ちんぼつ,sinking
JLPT3,将来,しょうらい,"future, in the future"
JLPT2,確実,かくじつ,"certain, secure"
JLPT1,カメラマン,カメラマン,"photographer, cameraman"
JLPT0,気楽,きらく,"easygoing, comfortable"
JLPT2,永遠,えいえん,eternity
JLPT2,永久,えいきゅう,"permanence, eternity"
JLPT0,全速力,ぜんそくりょく,"full speed, full steam"
JLPT2,浮く,うく,float
JLPT0,上がる,あがる,"eat, drink"
JLPT2,感覚,かんかく,"sense, sensation"
JLPT2,世間,せけん,"world, the public"
JLPT0,北風,きたかぜ,north wind
JLPT2,冷ます,さます,"cool, let cool"
JLPT0,冷え込む,ひえこむ,get colder
JLPT1,冷やかす,ひやかす,"tease, jeer"
JLPT0,かちかち,かちかち,"hard, solid"
JLPT2,冷凍,れいとう,"freezing, cold storage"
JLPT2,車庫,しゃこ,"car shed, garage"
JLPT0,内臓,ないぞう,internal organs
JLPT2,快晴,かいせい,fair and clear weather
JLPT2,適用,てきよう,application
JLPT2,適する,てきする,"suit, be suitable"
JLPT3,適当,てきとう,"suitable, appropriate"
JLPT1,指摘,してき,"identification, pointing out"
JLPT2,湿度,しつど,humidity
JLPT0,湿っぽい,しめっぽい,"damp, gloomy"
JLPT2,湿気,しっけ,"moisture, dampness"
JLPT2,汚染,おせん,"pollution, contamination"
JLPT2,頬,ほお,cheek
JLPT1,廃止,はいし,"abolishment, abandonment"
JLPT1,一面,いちめん,whole surface
JLPT2,比較的,ひかくてき,"comparatively, relatively"
JLPT2,風景,ふうけい,"scenery, landscape"
JLPT1,不景気,ふけいき,"business depression, slump"
JLPT2,影,かげ,"shadow, shade"
JLPT0,円高,えんだか,appreciation of the yen
JLPT0,インフレーション,インフレーション,inflation
JLPT1,不況,ふきょう,"depression, slump"
JLPT2,記事,きじ,"article, story"
JLPT0,最適,さいてき,optimum
JLPT2,国境,こっきょう,national border
JLPT2,境,さかい,"boundary, border"
JLPT1,適応,てきおう,"adaptation, adjustment"
JLPT2,観察,かんさつ,"observation, supervision"
JLPT0,客観的,きゃっかんてき,objective
JLPT1,主観,しゅかん,"subjectivity, subject"
JLPT0,主観的,しゅかんてき,subjective
JLPT0,市内,しない,in the city
JLPT2,観光,かんこう,sightseeing
JLPT0,きらりと,きらりと,sparkle
JLPT1,成り立つ,なりたつ,"consist of, be built on"
JLPT2,日光,にっこう,"sunshine, sunlight"
JLPT1,推測,すいそく,"conjecture, guess"
JLPT2,測る,はかる,"measure, gauge"
JLPT2,体重,たいじゅう,body weight
JLPT0,河口,かこう,"river mouth, estuary"
JLPT0,ウエスト,ウエスト,the waist
JLPT2,水平線,すいへいせん,horizon
JLPT2,発電,はつでん,generation of electricity
JLPT2,陽気,ようき,"cheerful, bright"
JLPT0,有限,ゆうげん,"limited, finite"
JLPT2,観測,かんそく,observation
JLPT2,無数,むすう,"countless, innumerable"
JLPT2,衛星,えいせい,"satellite, moon"
JLPT0,衛生的,えいせいてき,"sanitary, hygienic"
JLPT0,一員,いちいん,member
JLPT0,グラウンド,グラウンド,sports field
JLPT2,球,きゅう,"globe, ball"
JLPT0,日米,にちべい,Japan and U.S.
JLPT0,プロ野球,プロやきゅう,professional baseball
JLPT2,電球,でんきゅう,light bulb
JLPT2,現れる,あらわれる,"appear, emerge"
JLPT0,青空,あおぞら,blue sky
JLPT2,たちまち,たちまち,"in a moment, instantly"
JLPT2,失う,うしなう,"lose, miss"
JLPT2,混乱,こんらん,"disorder, confusion"
JLPT1,災害,さいがい,"calamity, disaster"
JLPT0,震度,しんど,seismic intensity
JLPT0,ぶるぶる,ぶるぶる,shiver
JLPT2,脱線,だっせん,derailment
JLPT2,人生,じんせい,"human life, life"
JLPT0,大雪,おおゆき,heavy snow
JLPT2,窓口,まどぐち,window
JLPT1,振り,ふり,"swing, shake"
JLPT0,電線,でんせん,electric wire
JLPT1,作用,さよう,"action, effect"
JLPT2,神様,かみさま,"god, the divine"
JLPT0,神道,しんとう,Shinto
JLPT2,外部,がいぶ,"outside, outer"
JLPT2,安定,あんてい,"stability, composure"
JLPT2,精神,せいしん,"mind, spirit"
JLPT1,精算,せいさん,"settlement of accounts, adjustment"
JLPT2,現実,げんじつ,"actuality, reality"
JLPT1,教え,おしえ,"lesson, teachings"
JLPT0,残暑,ざんしょ,lingering summer heat
JLPT2,貴重,きちょう,"precious, valuable"
JLPT0,貴重品,きちょうひん,"article of value, valuables"
JLPT2,金庫,きんこ,"strong box, safe"
JLPT1,貴い,とうとい,"precious, valuable"
JLPT2,跡,あと,"trace, track"
JLPT2,足跡,あしあと,"footprint, footmark"
JLPT1,追跡,ついせき,"pursuit, chase"
JLPT0,好奇心,こうきしん,curiosity
JLPT0,奇跡,きせき,"miracle, wonder"
JLPT0,奇数,きすう,odd number
JLPT0,空ける,あける,"empty, clear out"
JLPT2,近寄る,ちかよる,"go near, approach"
JLPT0,寄り道,よりみち,"dropping by, going out of the way"
JLPT0,寄り集まる,よりあつまる,"gather, assemble"
JLPT0,何千,なんぜん,"several thousand, thousands"
JLPT1,経歴,けいれき,"personal history, resume"
JLPT1,学歴,がくれき,educational history
JLPT1,革命,かくめい,revolution
JLPT1,古代,こだい,"ancient times, antiquity"
JLPT0,歴史的,れきしてき,historical
JLPT1,乱す,みだす,"put into disorder, disrupt"
JLPT2,高価,こうか,high-priced
JLPT2,宝石,ほうせき,"gem, jewel"
JLPT1,外観,がいかん,external appearance
JLPT2,モダン,モダン,modern
JLPT0,建て前,たてまえ,"a front, polite face"
JLPT2,年月,ねんげつ,"years, time"
JLPT2,建築,けんちく,"construction, architecture"
JLPT1,新築,しんちく,new building
JLPT2,基準,きじゅん,"standard, criterion"
JLPT0,むしろ,むしろ,rather
JLPT1,構想,こうそう,"conception, design"
JLPT1,構える,かまえる,set up (shop)
JLPT4,結構,けっこう,quite
JLPT2,構う,かまう,"mind, care for"
JLPT2,位,くらい,"rank, dignity"
JLPT2,収入,しゅうにゅう,"income, earnings"
JLPT0,運動会,うんどうかい,"sports festival, athletic meet"
JLPT0,悪用,あくよう,"abuse, misuse"
JLPT2,単位,たんい,"unit, credit"
JLPT2,地位,ちい,"position, status"
JLPT2,重点,じゅうてん,"important point, emphasis"
JLPT0,ずれる,ずれる,"off track, out of line"
JLPT2,本部,ほんぶ,"head office, headquarters"
JLPT2,間,ま,"interval, duration of time, chamber"
JLPT0,距離,きょり,"distance, interval"
JLPT1,分離,ぶんり,"separation, split"
JLPT2,離れる,はなれる,"separate, leave"
JLPT2,離す,はなす,"separate, detach"
JLPT2,停電,ていでん,"power cut, power failure"
JLPT0,出入り口,でいりぐち,"doorway, gateway"
JLPT2,不通,ふつう,interruption of service
JLPT2,回り・周り,まわり・まわり,"vicinity, whereabouts"
JLPT2,辺り,あたり,"vicinity, around"
JLPT1,相場,そうば,"market price, speculation"
JLPT2,書物,しょもつ,"book, volume"
JLPT2,範囲,はんい,"range, scope"
JLPT2,境界,きょうかい,"boundary, border"
JLPT0,おじさん,おじさん,"Mister, middle-aged man"
JLPT1,領土,りょうど,"territory, domain"
JLPT3,村,むら,"village, hamlet"
JLPT0,隣り合う,となりあう,"adjoin, be next door to each other"
JLPT0,木造,もくぞう,wooden
JLPT1,合わす,あわす,"match, add"
JLPT2,横断,おうだん,"crossing, traversing"
JLPT2,左右,さゆう,right and left
JLPT1,中断,ちゅうだん,"interruption, discontinuance"
